capital,university,venture,enterprise,accelerator,procurement_before,timedelta,procurement_after,energy_and_semiconductor,finance,ecology,bio,computer,service
200.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,22421.0,0.0,17579.0,0,0,0,0,1,0
1000.0,0.0,1.0,0.0,0.0,20500.0,0.0,357999.0,0,0,0,1,0,0
1000.0,0.0,0.0,1.0,0.0,21225.0,0.0,4500.0,0,0,0,1,0,0
11600.0,0.0,0.0,1.0,0.0,11600.0,0.0,77000.0,0,0,0,0,1,0
1000.0,0.0,1.0,0.0,1.0,1000.0,274.0,50000.0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,1.0,0.0,121.0,56039.0,0,0,0,0,1,0
1000.0,0.0,1.0,0.0,1.0,0.0,1061.0,0.0,0,0,0,0,1,0
1000.0,0.0,0.0,0.0,0.0,101000.0,0.0,1121340.0,0,1,0,0,0,0
9000.0,0.0,1.0,0.0,0.0,23500.0,0.0,545000.0,0,0,0,0,0,1
3000.0,0.0,0.0,1.0,0.0,36852.0,0.0,660447.0,0,0,0,0,0,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
400.0,0.0,1.0,0.0,0.0,189400.0,0.0,91800.0,0,0,0,0,0,1
149500.0,0.0,0.0,1.0,0.0,159670.0,0.0,59750.0,0,0,0,0,1,0
0.0,0.0,1.0,0.0,0.0,42000.0,0.0,20000.0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
560.0,0.0,1.0,0.0,0.0,259000.0,0.0,110360.0,0,0,0,0,1,0
3000.0,0.0,0.0,1.0,1.0,53000.0,662.0,240000.0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,0.0,944.0,0.0,1,0,0,0,0,0
215000.0,0.0,0.0,1.0,0.0,255491.0,0.0,0.0,0,0,0,0,0,1
