capital,university,venture,enterprise,accelerator,procurement_before,procurement_after,energy_and_semiconductor,finance,ecology,bio,computer,service,lgbm_pred
5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0,0,0,0,1,0,0.3732094103490538
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.10502666257520672
5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0,0,0,0,0,1,0.14256626569497152
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.3613409877969113
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.3613409877969113
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0.6230640129298105
1550.0,0.0,0.0,0.0,0.0,1550.0,0.0,0,0,0,0,0,1,0.3420038227318491
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.3613409877969113
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.3613409877969113
3000.0,0.0,0.0,0.0,0.0,3000.0,0.0,0,0,0,1,0,0,0.12506127455061322
,0.0,0.0,0.0,0.0,1157.0,0.0,0,0,0,0,0,1,0.25834477852888044
1000.0,0.0,0.0,0.0,0.0,1000.0,0.0,0,0,0,0,1,0,0.6635152109154063
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.10502666257520672
5000.0,1.0,0.0,0.0,1.0,35400.0,130000.0,0,0,0,1,0,0,0.7310467934762431
3070.0,1.0,0.0,1.0,1.0,5770.0,100990.0,0,0,0,0,1,0,0.8761507596361092
8000.0,0.0,0.0,1.0,0.0,26000.0,95000.0,0,0,0,1,0,0,0.4477792244886924
3000.0,0.0,1.0,0.0,1.0,3000.0,32993.0,0,0,0,0,1,0,0.6244679836320877
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.10502666257520672
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.05566801886001347
10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,0,0,0,1,0.12905266224961687
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.10502666257520672
3000.0,0.0,0.0,1.0,1.0,3000.0,15000.0,0,0,0,0,1,0,0.7613716917693037
,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.5088021900677155
5000.0,0.0,1.0,0.0,0.0,5000.0,60000.0,0,0,0,0,1,0,0.471316372914869
100.0,0.0,1.0,0.0,1.0,100.0,60954.0,0,0,0,1,0,0,0.9192180124975488
100.0,0.0,1.0,0.0,1.0,7600.0,49948.0,1,0,0,0,0,0,0.8036900539034403
2000.0,0.0,1.0,0.0,1.0,392200.0,227600.0,0,0,0,0,1,0,0.9345675811320979
1000.0,0.0,0.0,1.0,0.0,737880.0,2549409.0,0,1,0,0,0,0,0.6671577674445028
2000.0,0.0,0.0,0.0,1.0,2000.0,1491.0,0,0,0,1,0,0,0.40104640230015703
4500.0,0.0,0.0,0.0,0.0,5000.0,203000.0,0,0,0,0,0,1,0.14256626569497152
,0.0,1.0,0.0,0.0,5000.0,0.0,0,0,0,0,0,1,0.8142648394741789
,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0.25019712817598383
1000.0,0.0,0.0,1.0,1.0,1000.0,20000.0,0,0,0,0,1,0,0.760804513662885
10000.0,0.0,0.0,1.0,1.0,10000.0,60000.0,0,0,0,0,1,0,0.5673510159923407
1000.0,0.0,0.0,0.0,0.0,1000.0,0.0,0,0,0,0,0,1,0.4180652351437775
3000.0,0.0,1.0,0.0,0.0,57960.0,62375.0,0,0,0,1,0,0,0.8310893865310539
1000.0,0.0,0.0,1.0,0.0,15500.0,0.0,0,0,0,0,1,0,0.7917658325885886
1000.0,0.0,1.0,0.0,1.0,1000.0,0.0,0,0,0,0,1,0,0.7736190526081763
1000.0,0.0,0.0,1.0,0.0,1000.0,1090431.0,0,0,0,1,0,0,0.5699778314102455
30.0,1.0,0.0,0.0,0.0,2000.0,49500.0,1,0,0,0,0,0,0.3815252917575788
200.0,0.0,1.0,0.0,1.0,57703.0,0.0,0,0,0,0,1,0,0.8709351895393401
,0.0,1.0,0.0,0.0,145220.0,889700.0,0,0,0,0,1,0,0.7060379198638358
,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.3613409877969113
1000.0,0.0,0.0,0.0,1.0,41400.0,30115.0,1,0,0,0,0,0,0.577062100907332
300.0,0.0,1.0,0.0,1.0,34050.0,1500765.0,0,0,0,0,1,0,0.8751715646835642
5000.0,0.0,0.0,1.0,0.0,5000.0,100000.0,0,0,0,0,1,0,0.6969753207152914
5000.0,0.0,1.0,0.0,1.0,219990.0,998799.0,0,0,0,0,1,0,0.8705807102543595
3000.0,0.0,1.0,0.0,1.0,6000.0,7000.0,0,0,0,0,1,0,0.7881983560453294
1000.0,0.0,0.0,1.0,0.0,861420.0,0.0,1,0,0,0,0,0,0.6671577674445028
3200.0,0.0,0.0,1.0,0.0,18200.0,0.0,0,0,0,0,0,1,0.5006436896715268
33000.0,0.0,0.0,1.0,0.0,599500.0,0.0,1,0,0,0,0,0,0.1575509028787554
5000.0,0.0,0.0,1.0,0.0,5000.0,0.0,0,0,0,0,1,0,0.6969753207152914
1000.0,0.0,0.0,1.0,0.0,141000.0,33600.0,0,1,0,0,0,0,0.6405947288725181
6000.0,0.0,0.0,1.0,0.0,54000.0,0.0,0,0,0,0,0,1,0.8760621886642432
100.0,1.0,1.0,0.0,0.0,110100.0,744900.0,0,0,0,1,0,0,0.8843067324994114
1000.0,1.0,0.0,0.0,1.0,675711.0,0.0,0,0,0,1,0,0,0.6444397988193254
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.3613409877969113
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.3613409877969113
1100.0,1.0,0.0,0.0,0.0,130800.0,35100.0,0,0,0,1,0,0,0.5309232146832479
5010.0,1.0,0.0,1.0,1.0,10020.0,0.0,0,0,0,1,0,0,0.8403784047615676
10000.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0.3350601628416646
1500.0,0.0,1.0,0.0,1.0,31582.0,4000.0,0,0,0,0,1,0,0.8824988294201718
1000.0,0.0,0.0,0.0,0.0,26200.0,70740.0,0,0,0,0,1,0,0.5708271846936998
3580.0,0.0,0.0,1.0,0.0,3580.0,0.0,0,0,0,0,0,1,0.3201808295452679
2000.0,0.0,0.0,1.0,0.0,2000.0,0.0,0,0,0,0,0,1,0.6063624756567924
,0.0,1.0,0.0,1.0,200000.0,0.0,0,1,0,0,0,0,0.824459873769692
1000.0,0.0,1.0,0.0,0.0,1000.0,0.0,0,0,0,0,0,1,0.8377045090934567
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.10502666257520672
5000.0,0.0,0.0,1.0,1.0,111000.0,0.0,0,0,0,0,0,1,0.8352054552337078
2000.0,0.0,0.0,1.0,1.0,2000.0,20000.0,0,0,0,0,0,1,0.6063624756567924
1000.0,0.0,0.0,1.0,1.0,1000.0,0.0,0,0,0,0,1,0,0.760804513662885
,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0.25019712817598383
,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.4842566591488244
,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.5070850671635384
,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0.25019712817598383
10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,1,0,0,0,0.12905266224961687
1500.0,0.0,0.0,1.0,1.0,13000.0,0.0,0,0,0,0,1,0,0.8327929217527158
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.10502666257520672
1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0.6614392519186112
2000.0,0.0,0.0,1.0,1.0,2000.0,60000.0,0,0,0,0,1,0,0.846351319929669
,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0.25019712817598383
2000.0,0.0,1.0,0.0,0.0,341998.0,650001.0,0,0,0,0,0,1,0.9131999271677695
,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.5088021900677155
1000.0,0.0,1.0,0.0,0.0,63000.0,375000.0,0,0,0,0,0,1,0.7798505776995783
,0.0,1.0,0.0,1.0,0.0,410000.0,0,0,0,0,1,0,0.5088021900677155
5000.0,1.0,0.0,0.0,0.0,82000.0,0.0,1,0,0,0,0,0,0.5363847391210806
,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0.10502666257520672
1000.0,1.0,1.0,0.0,0.0,32500.0,84350.0,0,0,0,0,1,0,0.8986463149551248
3000.0,0.0,0.0,0.0,1.0,191840.0,0.0,0,0,0,0,1,0,0.8082656602800566
2000.0,0.0,0.0,1.0,0.0,9000.0,0.0,0,0,0,0,0,1,0.4493806357999621
10.0,1.0,1.0,0.0,0.0,80273.0,574145.0,0,0,0,0,0,1,0.7773795978129762
,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.5088021900677155
7000.0,1.0,0.0,1.0,1.0,458796.0,273218.0,0,0,0,1,0,0,0.9188054692929378
1000.0,0.0,0.0,1.0,0.0,1000.0,0.0,0,0,0,0,0,1,0.5619984920072213
10000.0,0.0,0.0,1.0,0.0,14600.0,3525.0,0,0,0,0,1,0,0.5912017541532473
1000.0,0.0,0.0,0.0,0.0,2685405.0,977490.0,1,0,0,0,0,0,0.5115605817772289
5000.0,0.0,0.0,1.0,1.0,5000.0,0.0,0,0,0,0,1,0,0.6969753207152914
9000.0,0.0,0.0,1.0,0.0,9000.0,0.0,0,0,0,0,1,0,0.37097112532256704
1000.0,1.0,0.0,0.0,0.0,71200.0,109620.0,0,0,1,0,0,0,0.41576603454671884
,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.48773880015733995
735.0,0.0,1.0,0.0,1.0,184785.0,0.0,0,0,0,0,1,0,0.8426653032284096
5000.0,0.0,1.0,0.0,1.0,326170.0,659994.0,0,0,0,0,0,1,0.85260393793739
1000.0,0.0,0.0,1.0,0.0,93981.0,605250.0,0,0,0,0,1,0,0.572552751541741
3000.0,0.0,0.0,1.0,1.0,113550.0,401016.0,0,1,0,0,0,0,0.7951890879199061
36300.0,0.0,0.0,1.0,0.0,296300.0,500000.0,1,0,0,0,0,0,0.15402015566823024
10.0,0.0,0.0,1.0,0.0,112883.0,119996.0,0,0,0,0,1,0,0.6467605627715433
3000.0,0.0,0.0,1.0,1.0,3000.0,51200.0,0,0,0,0,1,0,0.7613716917693037
3000.0,0.0,0.0,0.0,0.0,84300.0,115100.0,0,0,0,0,1,0,0.6282449194147004
500.0,1.0,0.0,0.0,1.0,500.0,0.0,0,0,0,1,0,0,0.6112628376177135
10.0,0.0,1.0,0.0,1.0,290010.0,350000.0,0,0,0,1,0,0,0.8911770923807144
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.3613409877969113
1000.0,0.0,1.0,0.0,0.0,79580.0,0.0,1,0,0,0,0,0,0.7798505776995783
5000.0,1.0,0.0,0.0,0.0,85000.0,0.0,0,0,0,1,0,0,0.4924739335293307
10.0,0.0,1.0,0.0,1.0,1010.0,62700.0,0,0,0,0,1,0,0.780709446339122
3000.0,0.0,1.0,0.0,1.0,14000.0,38250.0,0,0,0,0,1,0,0.874604873602921
9800.0,0.0,0.0,0.0,0.0,70019.0,20000.0,0,0,0,0,0,1,0.09631616351752995
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.3613409877969113
1000.0,1.0,0.0,1.0,1.0,1203040.0,0.0,1,0,0,0,0,0,0.7206952218436451
1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0.4885028864169882
,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0.20926342252432326
1000.0,0.0,1.0,0.0,1.0,377400.0,0.0,0,0,0,1,0,0,0.8941304096434988
10000.0,0.0,1.0,0.0,0.0,316000.0,260000.0,0,0,0,0,0,1,0.3255122106234727
,0.0,0.0,0.0,1.0,0.0,111000.0,0,0,0,0,1,0,0.3613409877969113
,0.0,0.0,0.0,0.0,0.0,165000.0,0,0,0,0,1,0,0.3613409877969113
,0.0,0.0,0.0,1.0,542.0,0.0,0,0,0,0,0,1,0.35444210023704925
,0.0,0.0,0.0,0.0,45200.0,0.0,0,0,0,0,0,1,0.2963843104826081
10000.0,0.0,0.0,1.0,0.0,155718.0,300001.0,1,0,0,0,0,0,0.26114058620299857
1000.0,0.0,1.0,0.0,1.0,309000.0,0.0,0,0,0,0,0,1,0.8996651339182195
,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.3613409877969113
,0.0,0.0,0.0,0.0,0.0,12000.0,0,0,0,1,0,0,0.12562312214717983
6500.0,0.0,0.0,0.0,0.0,108000.0,0.0,0,0,0,0,1,0,0.6422659745243322
1000.0,0.0,0.0,1.0,1.0,1000.0,79310.0,0,0,0,0,1,0,0.760804513662885
1000.0,0.0,0.0,0.0,0.0,1000.0,0.0,0,0,0,0,0,1,0.4180652351437775
5000.0,0.0,1.0,0.0,0.0,707300.0,0.0,0,0,0,0,0,1,0.85260393793739
600.0,0.0,0.0,1.0,0.0,8100.0,28800.0,0,0,0,0,0,1,0.2733476885820113
,0.0,1.0,0.0,0.0,72481.0,0.0,0,0,0,0,0,1,0.6922417013471082
16540.0,0.0,0.0,0.0,0.0,27200.0,0.0,0,0,0,0,0,1,0.26604751083648587
200.0,0.0,0.0,0.0,0.0,5200.0,0.0,0,0,0,0,1,0,0.4863451210116421
,0.0,0.0,0.0,0.0,22421.0,17579.0,0,0,0,0,1,0,0.3913184780060275
1000.0,0.0,1.0,0.0,0.0,20500.0,357999.0,0,0,0,1,0,0,0.8382672807209179
1000.0,0.0,0.0,1.0,0.0,21225.0,4500.0,0,0,0,1,0,0,0.5386254367653761
11600.0,0.0,0.0,1.0,0.0,11600.0,77000.0,0,0,0,0,1,0,0.574623820593252
1000.0,0.0,1.0,0.0,1.0,1000.0,50000.0,0,0,0,0,0,1,0.8377045090934567
,0.0,0.0,1.0,1.0,0.0,56039.0,0,0,0,0,1,0,0.5070850671635384
1000.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.6782574723960235
1000.0,0.0,0.0,0.0,0.0,101000.0,1121340.0,0,1,0,0,0,0,0.266214670532656
9000.0,0.0,1.0,0.0,0.0,23500.0,545000.0,0,0,0,0,0,1,0.4426570731902642
3000.0,0.0,0.0,1.0,0.0,36852.0,660447.0,0,0,0,0,0,1,0.7965716724438259
,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.4842566591488244
400.0,0.0,1.0,0.0,0.0,189400.0,91800.0,0,0,0,0,0,1,0.884331059935936
149500.0,0.0,0.0,1.0,0.0,159670.0,59750.0,0,0,0,0,1,0,0.29073757442367804
,0.0,1.0,0.0,0.0,42000.0,20000.0,0,0,0,0,0,1,0.8385798403561875
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.10502666257520672
560.0,0.0,1.0,0.0,0.0,259000.0,110360.0,0,0,0,0,1,0,0.8426653032284096
3000.0,0.0,0.0,1.0,1.0,53000.0,240000.0,0,0,0,0,1,0,0.9242736147996913
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.3613409877969113
,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0.10502666257520672
215000.0,0.0,0.0,1.0,0.0,255491.0,0.0,0,0,0,0,0,1,0.27669428456746487
100000.0,0.0,1.0,1.0,1.0,238870.0,-19935.0,0,1,0,0,0,0,0.5084455954184731
388000.0,0.0,1.0,0.0,0.0,347727.0,0.0,0,0,0,0,0,1,0.2823606374953429
275000.0,0.0,1.0,1.0,0.0,250000.0,0.0,0,1,0,0,0,0,0.36714410581802054
379000.0,1.0,0.0,0.0,0.0,706171.0,0.0,0,0,0,1,0,0,0.1925182351342361
3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.1293767411499097
7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.4161282969342018
3000.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.4416598791448273
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.10502666257520672
,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,0.4319229148016761
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.12562312214717983
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.17589992628882287
30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.3392251231411696
1000.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.721367193199821
81000.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0.5158208686678728
86000.0,0.0,1.0,1.0,0.0,16000.0,30000.0,0,0,0,0,1,0,0.5118249996260884
50000.0,1.0,0.0,0.0,0.0,100000.0,0.0,0,0,1,0,0,0,0.037470983262426344
150000.0,1.0,0.0,0.0,0.0,180000.0,0.0,0,0,0,1,0,0,0.2378433589261651
2000.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.604786586568646
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.10502666257520672
23000.0,0.0,1.0,1.0,0.0,37330.0,0.0,0,0,1,0,0,0,0.289429936815307
150000.0,1.0,0.0,1.0,1.0,100.0,0.0,0,0,0,0,1,0,0.9291586129804116
89000.0,0.0,0.0,0.0,0.0,67994.0,39990.0,0,0,0,1,0,0,0.20466047616627503
92000.0,1.0,0.0,0.0,1.0,59160.0,5000.0,0,0,0,0,1,0,0.590887833956185
60000.0,0.0,0.0,1.0,0.0,9000.0,0.0,0,0,0,0,1,0,0.07834262427853905
378000.0,0.0,0.0,1.0,0.0,99500.0,0.0,0,1,0,0,0,0,0.25402557125585307
58000.0,0.0,0.0,0.0,0.0,10000.0,96000.0,0,0,0,0,0,1,0.12811644781747467
98000.0,0.0,0.0,1.0,0.0,26982.0,82974.0,0,0,0,0,0,1,0.6202861680833085
154000.0,1.0,0.0,0.0,0.0,217000.0,0.0,1,0,0,0,0,0,0.20013230148440006
14000.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0.20583544849369015
468000.0,0.0,1.0,1.0,0.0,250866.0,685000.0,0,0,0,0,0,1,0.4482889611593222
,1.0,0.0,0.0,0.0,100000.0,0.0,0,0,0,0,0,1,0.19129960856306966
117000.0,0.0,0.0,0.0,1.0,1000.0,10000.0,0,0,0,0,1,0,0.7480812030673843
8000.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.4729492617247087
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.10502666257520672
23000.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0.6616892748863624
235000.0,0.0,0.0,1.0,1.0,0.0,70000.0,0,0,0,0,0,1,0.6326630159699153
1280000.0,0.0,1.0,0.0,0.0,402999.0,399996.0,0,0,0,1,0,0,0.3466761852754415
60000.0,1.0,1.0,0.0,0.0,38000.0,77580.0,1,0,0,0,0,0,0.24658236806052727
2000.0,0.0,0.0,0.0,0.0,2000.0,0.0,1,0,0,0,0,0,0.3420038227318491
166000.0,0.0,0.0,0.0,0.0,1000.0,40280.0,0,0,0,1,0,0,0.5583034751949683
91000.0,0.0,0.0,1.0,0.0,11600.0,1050.0,0,0,0,1,0,0,0.6200897956063075
200000.0,0.0,0.0,0.0,0.0,127453.0,0.0,0,0,0,0,1,0,0.07787776732270726
102000.0,0.0,0.0,1.0,0.0,582500.0,0.0,1,0,0,0,0,0,0.4170685532308092
100000.0,0.0,0.0,0.0,0.0,50000.0,0.0,1,0,0,0,0,0,0.2496754350725405
150000.0,0.0,1.0,0.0,0.0,300008.0,0.0,0,0,0,0,1,0,0.16649440434444868
30000.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0.4379165354786509
30000.0,0.0,0.0,0.0,0.0,50000.0,0.0,0,0,0,1,0,0,0.15406081832990154
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.3613409877969113
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.07058079819748256
100000.0,0.0,0.0,1.0,0.0,22150.0,80000.0,0,0,0,1,0,0,0.6409581561514532
5000.0,0.0,0.0,1.0,1.0,5000.0,0.0,0,0,0,0,0,1,0.5360584404940407
33000.0,0.0,0.0,0.0,0.0,33060.0,0.0,0,0,0,0,0,1,0.2933377734605683
,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.5088021900677155
4000.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.10198706011880039
,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.20926342252432326
10000.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0.3233150849724059
6000.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.5773476002650526
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.10502666257520672
1000.0,0.0,0.0,1.0,0.0,0.0,2328.0,0,0,0,0,0,1,0.6541271918301502
100000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,0,1,0,0,0,0.2612369382852619
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.10502666257520672
38000.0,0.0,0.0,0.0,0.0,1000.0,22300.0,0,0,0,0,0,1,0.6711152850112203
63000.0,0.0,0.0,1.0,0.0,3000.0,0.0,0,0,0,0,1,0,0.13654620620552982
20000.0,0.0,0.0,1.0,1.0,5000.0,0.0,1,0,0,0,0,0,0.6769800363070824
,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.3613409877969113
,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.10502666257520672
153000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.5206995841911963
20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.3915811497792002
10000.0,0.0,1.0,1.0,0.0,5000.0,0.0,0,0,0,0,1,0,0.3650161927939459
13000.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.3350786247989903
,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.5070850671635384
61000.0,0.0,1.0,0.0,0.0,9900.0,102000.0,0,0,0,0,1,0,0.1278648888424349
27000.0,1.0,0.0,0.0,0.0,0.0,24650.0,0,0,0,1,0,0,0.7864280266300034
18000.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0.4386203232889919
,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.4842566591488244
,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0.25019712817598383
37000.0,0.0,0.0,1.0,0.0,7000.0,30000.0,0,0,0,0,0,1,0.3467540643638622
25000.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0.7173062737333887
23000.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.4817334368942461
,0.0,0.0,1.0,0.0,0.0,100000.0,0,0,0,0,1,0,0.5070850671635384
,0.0,1.0,0.0,1.0,263200.0,0.0,0,0,0,0,0,1,0.824459873769692
