capital,university,venture,enterprise,procurement_before,procurement_after,energy_and_semiconductor,finance,ecology,bio,computer,service,accelerator,lgbm_pred
1000.0,0.0,1.0,0.0,1000.0,0.0,0,0,0,0,0,1,0.0,0.1603394438793282
10000.0,0.0,0.0,0.0,10000.0,0.0,0,0,1,0,0,0,0.0,0.04641671583307664
1000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.40576779816796527
2000.0,0.0,1.0,0.0,341998.0,650001.0,0,0,0,0,0,1,0.0,0.7809408581202252
1000.0,0.0,1.0,0.0,63000.0,375000.0,0,0,0,0,0,1,0.0,0.4093561986699078
5000.0,1.0,0.0,0.0,82000.0,0.0,1,0,0,0,0,0,0.0,0.18722075694847867
1000.0,1.0,1.0,0.0,32500.0,84350.0,0,0,0,0,1,0,0.0,0.825494281880696
2000.0,0.0,0.0,1.0,9000.0,0.0,0,0,0,0,0,1,0.0,0.4596885515769305
10.0,1.0,1.0,0.0,80273.0,574145.0,0,0,0,0,0,1,0.0,0.4093561986699078
1000.0,0.0,0.0,1.0,1000.0,0.0,0,0,0,0,0,1,0.0,0.18543280910260074
10000.0,0.0,0.0,1.0,14600.0,3525.0,0,0,0,0,1,0,0.0,0.16687792683726743
1000.0,0.0,0.0,0.0,2685405.0,977490.0,1,0,0,0,0,0,0.0,0.6427963422228049
9000.0,0.0,0.0,1.0,9000.0,0.0,0,0,0,0,1,0,0.0,0.3677357556245808
1000.0,1.0,0.0,0.0,71200.0,109620.0,0,0,1,0,0,0,0.0,0.25344042442064196
1000.0,0.0,0.0,1.0,93981.0,605250.0,0,0,0,0,1,0,0.0,0.6298781062160971
36300.0,0.0,0.0,1.0,296300.0,500000.0,1,0,0,0,0,0,0.0,0.334926869361434
10.0,0.0,0.0,1.0,112883.0,119996.0,0,0,0,0,1,0,0.0,0.8221015608706556
3000.0,0.0,0.0,0.0,84300.0,115100.0,0,0,0,0,1,0,0.0,0.417326575714852
1000.0,0.0,1.0,0.0,79580.0,0.0,1,0,0,0,0,0,0.0,0.4093561986699078
5000.0,1.0,0.0,0.0,85000.0,0.0,0,0,0,1,0,0,0.0,0.2057020275285013
9800.0,0.0,0.0,0.0,70019.0,20000.0,0,0,0,0,0,1,0.0,0.029257353545492255
10000.0,0.0,1.0,0.0,316000.0,260000.0,0,0,0,0,0,1,0.0,0.2459477084248517
10000.0,0.0,0.0,1.0,155718.0,300001.0,1,0,0,0,0,0,0.0,0.20870767716294178
6500.0,0.0,0.0,0.0,108000.0,0.0,0,0,0,0,1,0,0.0,0.5206337530686054
1000.0,0.0,0.0,0.0,1000.0,0.0,0,0,0,0,0,1,0.0,0.09656687717493118
5000.0,0.0,1.0,0.0,707300.0,0.0,0,0,0,0,0,1,0.0,0.7136987908614891
600.0,0.0,0.0,1.0,8100.0,28800.0,0,0,0,0,0,1,0.0,0.4671690145734348
16540.0,0.0,0.0,0.0,27200.0,0.0,0,0,0,0,0,1,0.0,0.15977633145993791
200.0,0.0,0.0,0.0,5200.0,0.0,0,0,0,0,1,0,0.0,0.18496256650116383
1000.0,0.0,1.0,0.0,20500.0,357999.0,0,0,0,1,0,0,0.0,0.632881425849158
1000.0,0.0,0.0,1.0,21225.0,4500.0,0,0,0,1,0,0,0.0,0.5693269330424807
11600.0,0.0,0.0,1.0,11600.0,77000.0,0,0,0,0,1,0,0.0,0.3167653935118539
1000.0,0.0,0.0,0.0,101000.0,1121340.0,0,1,0,0,0,0,0.0,0.30040885256171207
9000.0,0.0,1.0,0.0,23500.0,545000.0,0,0,0,0,0,1,0.0,0.2744448415231859
3000.0,0.0,0.0,1.0,36852.0,660447.0,0,0,0,0,0,1,0.0,0.60089222977531
400.0,0.0,1.0,0.0,189400.0,91800.0,0,0,0,0,0,1,0.0,0.786043773813591
149500.0,0.0,0.0,1.0,159670.0,59750.0,0,0,0,0,1,0,0.0,0.25477052816040724
560.0,0.0,1.0,0.0,259000.0,110360.0,0,0,0,0,1,0,0.0,0.8127365399911508
215000.0,0.0,0.0,1.0,255491.0,0.0,0,0,0,0,0,1,0.0,0.22305982281571743
388000.0,0.0,1.0,0.0,347727.0,0.0,0,0,0,0,0,1,0.0,0.35350968328472365
275000.0,0.0,1.0,1.0,250000.0,0.0,0,1,0,0,0,0,0.0,0.3647867729943367
379000.0,1.0,0.0,0.0,706171.0,0.0,0,0,0,1,0,0,0.0,0.20577795482484448
3000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.20560963676054078
7000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.5248828762061218
3000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.4270934515440179
10000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.2847669131198281
30000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.24798819570900094
1000.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.6596378971146664
81000.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0.0,0.35777486299522354
86000.0,0.0,1.0,1.0,16000.0,30000.0,0,0,0,0,1,0,0.0,0.414519591695512
50000.0,1.0,0.0,0.0,100000.0,0.0,0,0,1,0,0,0,0.0,0.06682831359692293
150000.0,1.0,0.0,0.0,180000.0,0.0,0,0,0,1,0,0,0.0,0.20577795482484448
2000.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.23729369817343526
23000.0,0.0,1.0,1.0,37330.0,0.0,0,0,1,0,0,0,0.0,0.308590551079252
89000.0,0.0,0.0,0.0,67994.0,39990.0,0,0,0,1,0,0,0.0,0.06022111272293459
60000.0,0.0,0.0,1.0,9000.0,0.0,0,0,0,0,1,0,0.0,0.31571995097557115
378000.0,0.0,0.0,1.0,99500.0,0.0,0,1,0,0,0,0,0.0,0.07476004745330606
58000.0,0.0,0.0,0.0,10000.0,96000.0,0,0,0,0,0,1,0.0,0.14622043143606187
98000.0,0.0,0.0,1.0,26982.0,82974.0,0,0,0,0,0,1,0.0,0.17818907814690613
154000.0,1.0,0.0,0.0,217000.0,0.0,1,0,0,0,0,0,0.0,0.20577795482484448
468000.0,0.0,1.0,1.0,250866.0,685000.0,0,0,0,0,0,1,0.0,0.3647867729943367
8000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.5644430459521536
1280000.0,0.0,1.0,0.0,402999.0,399996.0,0,0,0,1,0,0,0.0,0.35350968328472365
60000.0,1.0,1.0,0.0,38000.0,77580.0,1,0,0,0,0,0,0.0,0.34903681697510136
2000.0,0.0,0.0,0.0,2000.0,0.0,1,0,0,0,0,0,0.0,0.10637489927648812
166000.0,0.0,0.0,0.0,1000.0,40280.0,0,0,0,1,0,0,0.0,0.09159529187685468
91000.0,0.0,0.0,1.0,11600.0,1050.0,0,0,0,1,0,0,0.0,0.14159781086451484
200000.0,0.0,0.0,0.0,127453.0,0.0,0,0,0,0,1,0,0.0,0.22883385471717793
102000.0,0.0,0.0,1.0,582500.0,0.0,1,0,0,0,0,0,0.0,0.22305982281571743
100000.0,0.0,0.0,0.0,50000.0,0.0,1,0,0,0,0,0,0.0,0.20258855115222796
150000.0,0.0,1.0,0.0,300008.0,0.0,0,0,0,0,1,0,0.0,0.3308808872453491
30000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0.0,0.3538867238012555
30000.0,0.0,0.0,0.0,50000.0,0.0,0,0,0,1,0,0,0.0,0.14269270751973742
10000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.12549782491900338
100000.0,0.0,0.0,1.0,22150.0,80000.0,0,0,0,1,0,0,0.0,0.17818907814690613
33000.0,0.0,0.0,0.0,33060.0,0.0,0,0,0,0,0,1,0.0,0.498396465179411
4000.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.16422601263923234
10000.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0.0,0.23408903763645422
6000.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.5883892217301956
1000.0,0.0,0.0,1.0,0.0,2328.0,0,0,0,0,0,1,0.0,0.40576779816796527
100000.0,0.0,0.0,0.0,10000.0,0.0,0,0,1,0,0,0,0.0,0.14622043143606187
38000.0,0.0,0.0,0.0,1000.0,22300.0,0,0,0,0,0,1,0.0,0.16142917126702058
63000.0,0.0,0.0,1.0,3000.0,0.0,0,0,0,0,1,0,0.0,0.19423155459386363
153000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.3660809264374929
20000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.4615344128344633
10000.0,0.0,1.0,1.0,5000.0,0.0,0,0,0,0,1,0,0.0,0.2228658207454404
13000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.6711171024366448
61000.0,0.0,1.0,0.0,9900.0,102000.0,0,0,0,0,1,0,0.0,0.37176390681442406
27000.0,1.0,0.0,0.0,0.0,24650.0,0,0,0,1,0,0,0.0,0.263047918101233
37000.0,0.0,0.0,1.0,7000.0,30000.0,0,0,0,0,0,1,0.0,0.1486088331274343
25000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0.0,0.3721945204337112
23000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.4924606104194128
16000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.3253315778191802
52000.0,0.0,0.0,1.0,0.0,99992.0,0,0,0,0,1,0,0.0,0.4533900766860162
2000.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.23729369817343526
100000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.3953066312020772
58000.0,0.0,1.0,0.0,0.0,29400.0,0,0,0,0,1,0,0.0,0.3953066312020772
23000.0,0.0,1.0,0.0,3000.0,32400.0,0,0,0,0,1,0,0.0,0.2282433936606778
75000.0,0.0,0.0,0.0,30035.0,0.0,0,0,0,0,1,0,0.0,0.484356582951511
5000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.1979239098592298
90000.0,0.0,0.0,0.0,90000.0,0.0,0,0,0,0,0,1,0.0,0.06508441262689808
155000.0,1.0,0.0,0.0,0.0,50000.0,1,0,0,0,0,0,0.0,0.22288564678322081
58000.0,0.0,1.0,0.0,11162.0,50100.0,0,0,0,1,0,0,0.0,0.255260785514193
100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.22288564678322081
29000.0,0.0,0.0,1.0,1200.0,29610.0,0,0,0,0,1,0,0.0,0.3031531933277304
10000.0,0.0,0.0,1.0,20000.0,0.0,0,0,0,0,1,0,0.0,0.20841586907065923
202000.0,0.0,1.0,0.0,75000.0,40690.0,0,0,0,0,0,1,0.0,0.1191290698445617
104000.0,0.0,0.0,1.0,84000.0,20000.0,0,0,0,0,0,1,0.0,0.06984496158788751
5000.0,0.0,0.0,1.0,10200.0,0.0,0,0,0,0,0,1,0.0,0.45525223854691566
106000.0,0.0,0.0,1.0,108780.0,0.0,0,0,0,0,1,0,0.0,0.1415597149107694
9000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0.0,0.3099930873397799
4000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.16422601263923234
1000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.24278130329025738
90000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.22288564678322081
500.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.48010669491097524
10000.0,0.0,0.0,1.0,10000.0,0.0,1,0,0,0,0,0,0.0,0.07080818812947999
15000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.3253315778191802
12000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.40874515344810214
15000.0,0.0,0.0,0.0,15000.0,0.0,0,0,0,0,1,0,0.0,0.2635690448335839
5000.0,0.0,0.0,1.0,5000.0,20000.0,0,0,0,0,0,1,0.0,0.10663468954923765
49000.0,0.0,0.0,1.0,48383.0,25293.0,0,0,0,0,0,1,0.0,0.2125484817139451
100000.0,0.0,0.0,1.0,1597500.0,0.0,0,0,0,0,1,0,0.0,0.25477052816040724
109000.0,0.0,0.0,0.0,9000.0,100000.0,1,0,0,0,0,0,0.0,0.17338139756387308
5000.0,0.0,0.0,1.0,0.0,68000.0,0,0,0,0,1,0,0.0,0.5896903293053786
31000.0,0.0,0.0,1.0,56000.0,0.0,0,0,0,0,0,1,0.0,0.1776228138223816
35000.0,0.0,0.0,1.0,25000.0,0.0,1,0,0,0,0,0,0.0,0.27553344782156763
65000.0,0.0,0.0,1.0,65000.0,0.0,0,1,0,0,0,0,0.0,0.06629911422677495
55000.0,0.0,1.0,0.0,80025.0,0.0,0,0,0,0,1,0,0.0,0.17514935927630637
37000.0,0.0,1.0,0.0,0.0,32000.0,0,0,0,0,1,0,0.0,0.6371045347763713
16000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.44472594798424325
60000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.4618703453179276
46000.0,0.0,1.0,0.0,21000.0,0.0,0,0,0,0,1,0,0.0,0.39598415265565656
1000.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.48010669491097524
22000.0,0.0,1.0,0.0,12040.0,31180.0,0,0,0,0,0,1,0.0,0.18879372301314581
100.0,1.0,0.0,0.0,99100.0,102000.0,0,0,0,1,0,0,0.0,0.2895062389528591
2000.0,0.0,0.0,0.0,122000.0,0.0,0,0,0,0,0,1,0.0,0.6358596490922956
85000.0,0.0,0.0,1.0,169000.0,0.0,0,0,0,0,0,1,0.0,0.22305982281571743
277000.0,0.0,0.0,1.0,108620.0,126750.0,0,0,0,0,1,0,0.0,0.1415597149107694
8000.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.17419927454979184
3000.0,0.0,1.0,0.0,500.0,50000.0,0,0,0,0,0,1,0.0,0.26413754309464266
42000.0,0.0,0.0,0.0,19600.0,63050.0,0,0,0,0,0,1,0.0,0.26406633757625053
300000.0,0.0,0.0,1.0,510642.0,0.0,0,0,0,0,1,0,0.0,0.25477052816040724
70000.0,0.0,0.0,0.0,9980.0,9980.0,1,0,0,0,0,0,0.0,0.14622043143606187
93000.0,0.0,0.0,1.0,166980.0,0.0,0,0,0,0,1,0,0.0,0.25477052816040724
91000.0,0.0,1.0,0.0,131200.0,0.0,0,0,0,1,0,0,0.0,0.35350968328472365
21000.0,0.0,0.0,0.0,20000.0,0.0,0,0,0,0,0,1,0.0,0.12339093980327437
17000.0,0.0,1.0,0.0,32497.0,76580.0,0,0,0,0,1,0,0.0,0.4805932490405842
30000.0,0.0,1.0,0.0,15000.0,0.0,0,0,0,0,0,1,0.0,0.18268251795459609
2000.0,0.0,0.0,0.0,1500.0,0.0,0,0,0,0,1,0,0.0,0.2143363740680003
2000.0,0.0,0.0,1.0,2000.0,0.0,0,0,0,0,0,1,0.0,0.2022461256305307
14000.0,0.0,0.0,0.0,12500.0,0.0,0,0,0,1,0,0,0.0,0.13345804684100557
89000.0,0.0,0.0,0.0,50.0,100000.0,0,0,0,0,0,1,0.0,0.22288564678322081
40000.0,1.0,0.0,0.0,25000.0,30000.0,0,0,0,0,1,0,0.0,0.4562440675557579
181000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0.0,0.29077691506251147
50000.0,0.0,0.0,0.0,99900.0,0.0,0,0,0,0,0,1,0.0,0.06682831359692293
75000.0,0.0,1.0,0.0,105000.0,0.0,0,0,0,0,0,1,0.0,0.13954648006039058
10000.0,0.0,1.0,0.0,10000.0,0.0,0,0,0,0,1,0,0.0,0.18312783151685827
66000.0,0.0,1.0,0.0,66120.0,0.0,0,0,0,0,1,0,0.0,0.17514935927630637
14000.0,1.0,0.0,1.0,6100.0,20000.0,0,0,0,1,0,0,0.0,0.1291398339775397
125000.0,0.0,1.0,0.0,183950.0,0.0,0,0,0,0,1,0,0.0,0.3308808872453491
74000.0,1.0,0.0,1.0,145504.0,0.0,1,0,0,0,0,0,0.0,0.22305982281571743
135000.0,0.0,0.0,0.0,9900.0,250000.0,0,0,0,0,1,0,0.0,0.25641307154167087
22000.0,0.0,0.0,0.0,2000.0,0.0,0,0,0,0,1,0,0.0,0.22427867946105814
44000.0,0.0,0.0,1.0,83730.0,0.0,0,0,0,0,1,0,0.0,0.23685265187075674
13000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.32980052762413675
64000.0,0.0,1.0,0.0,41000.0,0.0,0,0,1,0,0,0,0.0,0.34903681697510136
70000.0,0.0,0.0,1.0,70000.0,0.0,0,0,0,0,0,1,0.0,0.06629911422677495
23000.0,0.0,0.0,0.0,23400.0,0.0,0,0,0,0,1,0,0.0,0.2502665598846851
7000.0,0.0,1.0,0.0,62000.0,150000.0,0,0,0,0,0,1,0.0,0.41875037904097484
10000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.1659863746935379
30000.0,0.0,1.0,0.0,44995.0,0.0,0,0,0,0,1,0,0.0,0.393426422146972
10000.0,0.0,1.0,0.0,10000.0,0.0,0,0,0,0,1,0,0.0,0.18312783151685827
2000.0,0.0,1.0,0.0,2000.0,0.0,0,0,0,0,0,1,0.0,0.17536736071083894
50000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.2156821319177643
10000.0,0.0,0.0,1.0,10000.0,0.0,0,0,0,0,1,0,0.0,0.1802026674657206
100000.0,0.0,0.0,1.0,160000.0,450000.0,0,0,0,1,0,0,0.0,0.22305982281571743
30000.0,0.0,1.0,0.0,30000.0,0.0,0,0,0,0,1,0,0.0,0.34503343088398714
2000.0,1.0,0.0,0.0,2000.0,0.0,0,0,0,0,1,0,0.0,0.23844038009136884
100000.0,0.0,0.0,0.0,100000.0,0.0,0,0,0,0,0,1,0.0,0.06950083902729319
8000.0,0.0,0.0,1.0,15000.0,0.0,0,0,0,0,1,0,0.0,0.38598089696869864
99000.0,0.0,1.0,0.0,3000.0,92000.0,0,0,0,0,0,1,0.0,0.13745628838583338
10000.0,0.0,1.0,0.0,9500.0,0.0,0,0,1,0,0,0,0.0,0.1793333762410075
52000.0,0.0,0.0,1.0,5000.0,94600.0,0,1,0,0,0,0,0.0,0.10267730324162642
113000.0,0.0,0.0,1.0,113000.0,0.0,0,0,0,0,0,1,0.0,0.22305982281571743
20000.0,0.0,0.0,1.0,20000.0,0.0,0,0,0,0,1,0,0.0,0.2976200210688345
49000.0,1.0,0.0,1.0,34000.0,0.0,1,0,0,0,0,0,0.0,0.2125484817139451
30000.0,0.0,1.0,0.0,30000.0,0.0,0,0,0,0,1,0,0.0,0.34503343088398714
70000.0,1.0,1.0,0.0,35900.0,25000.0,1,0,0,0,0,0,0.0,0.34903681697510136
50000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0.0,0.2821759301232737
65000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.22288564678322081
96000.0,0.0,1.0,0.0,134711.0,0.0,0,0,0,0,1,0,0.0,0.3308808872453491
22000.0,0.0,1.0,0.0,22000.0,0.0,0,1,0,0,0,0,0.0,0.22903195329479842
810.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,0.40576779816796527
3000.0,0.0,1.0,0.0,3000.0,0.0,0,0,0,0,1,0,0.0,0.20492019810003223
5000.0,0.0,1.0,0.0,5000.0,0.0,0,0,0,0,1,0,0.0,0.18217879247132393
50000.0,0.0,0.0,0.0,70000.0,0.0,0,0,0,1,0,0,0.0,0.057883224417749395
5000.0,0.0,1.0,0.0,10000.0,0.0,0,0,0,0,1,0,0.0,0.6098860172530677
40000.0,0.0,0.0,0.0,52247.0,0.0,1,0,0,0,0,0,0.0,0.3064159960928509
6000.0,0.0,0.0,1.0,6000.0,0.0,0,0,0,1,0,0,0.0,0.21544570613567382
23000.0,0.0,0.0,0.0,22740.0,0.0,0,0,0,0,0,1,0.0,0.12339093980327437
34000.0,0.0,0.0,0.0,22740.0,0.0,0,0,0,0,0,1,0.0,0.44659818458971706
84000.0,0.0,0.0,1.0,77720.0,0.0,0,1,0,0,0,0,0.0,0.06629911422677495
247000.0,1.0,1.0,0.0,121000.0,0.0,0,0,0,0,1,0,0.0,0.3308808872453491
99000.0,0.0,0.0,1.0,66100.0,301145.0,0,0,0,0,1,0,0.0,0.12800788292993753
32000.0,0.0,0.0,1.0,4000.0,25000.0,0,0,0,0,0,1,0.0,0.3274300443210659
133000.0,1.0,0.0,1.0,11500.0,50063.0,0,0,0,1,0,0,0.0,0.1421603111339198
92000.0,1.0,1.0,0.0,40000.0,3000.0,0,0,0,0,1,0,0.0,0.45707211381767254
272000.0,0.0,1.0,0.0,113000.0,0.0,0,0,0,0,0,1,0.0,0.35350968328472365
87000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.3953066312020772
380000.0,0.0,0.0,1.0,5000.0,0.0,0,0,0,0,1,0,0.0,0.19863322003891615
100000.0,0.0,1.0,0.0,150000.0,100000.0,0,0,0,0,1,0,0.0,0.3308808872453491
15000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.5365952554236441
2000.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.23729369817343526
4000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.29502283603244095
20000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.263047918101233
20000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.263047918101233
3000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.4050352541073389
5000.0,0.0,0.0,1.0,5000.0,0.0,0,0,0,0,0,1,0.0,0.10663468954923765
325000.0,0.0,1.0,0.0,254500.0,155000.0,0,0,0,1,0,0,0.0,0.35350968328472365
1000.0,0.0,0.0,1.0,81000.0,223500.0,0,0,0,0,0,1,0.0,0.35915868856599686
666000.0,0.0,0.0,1.0,431098.0,900000.0,0,0,0,1,0,0,0.0,0.22305982281571743
4000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.36141248401475157
50000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.45142981584284797
6000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.5883892217301956
100000.0,0.0,0.0,1.0,20000.0,1098000.0,0,0,0,0,0,1,0.0,0.17818907814690613
10000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.3036177496877085
172000.0,1.0,0.0,0.0,122000.0,70800.0,0,0,0,1,0,0,0.0,0.20577795482484448
400.0,0.0,0.0,1.0,400.0,0.0,0,0,0,0,1,0,0.0,0.6512447445686279
