capital,university,venture,enterprise,procurement_before,procurement_after,energy_and_semiconductor,finance,ecology,bio,computer,service,accelerator,lgbm_pred
2000.0,1.0,0.0,0.0,2000.0,0.0,0,0,0,0,1,0,0.0,0.7334852070492557
100000.0,0.0,0.0,0.0,100000.0,0.0,0,0,0,0,0,1,0.0,0.08150829951553182
8000.0,0.0,0.0,1.0,15000.0,0.0,0,0,0,0,1,0,0.0,0.3940080559727147
99000.0,0.0,1.0,0.0,3000.0,92000.0,0,0,0,0,0,1,0.0,0.13848557867906697
10000.0,0.0,1.0,0.0,9500.0,0.0,0,0,1,0,0,0,0.0,0.1854250047789359
52000.0,0.0,0.0,1.0,5000.0,94600.0,0,1,0,0,0,0,0.0,0.48890462724376627
113000.0,0.0,0.0,1.0,113000.0,0.0,0,0,0,0,0,1,0.0,0.36360334389376914
20000.0,0.0,0.0,1.0,20000.0,0.0,0,0,0,0,1,0,0.0,0.3801641621445021
49000.0,1.0,0.0,1.0,34000.0,0.0,1,0,0,0,0,0,0.0,0.3344177228591816
30000.0,0.0,1.0,0.0,30000.0,0.0,0,0,0,0,1,0,0.0,0.06425809747609657
70000.0,1.0,1.0,0.0,35900.0,25000.0,1,0,0,0,0,0,0.0,0.08086910773305919
50000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0.0,0.48387742039004383
65000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.10376633319243003
96000.0,0.0,1.0,0.0,134711.0,0.0,0,0,0,0,1,0,0.0,0.08513413710409264
22000.0,0.0,1.0,0.0,22000.0,0.0,0,1,0,0,0,0,0.0,0.10923673995095168
810.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0.0,0.42827424018410193
3000.0,0.0,1.0,0.0,3000.0,0.0,0,0,0,0,1,0,0.0,0.7117110543565645
5000.0,0.0,1.0,0.0,5000.0,0.0,0,0,0,0,1,0,0.0,0.202271766077228
50000.0,0.0,0.0,0.0,70000.0,0.0,0,0,0,1,0,0,0.0,0.049840838243188114
5000.0,0.0,1.0,0.0,10000.0,0.0,0,0,0,0,1,0,0.0,0.34825057183695585
40000.0,0.0,0.0,0.0,52247.0,0.0,1,0,0,0,0,0,0.0,0.049840838243188114
6000.0,0.0,0.0,1.0,6000.0,0.0,0,0,0,1,0,0,0.0,0.35029979050115057
23000.0,0.0,0.0,0.0,22740.0,0.0,0,0,0,0,0,1,0.0,0.12789749810645035
34000.0,0.0,0.0,0.0,22740.0,0.0,0,0,0,0,0,1,0.0,0.04007029538857485
84000.0,0.0,0.0,1.0,77720.0,0.0,0,1,0,0,0,0,0.0,0.36360334389376914
247000.0,1.0,1.0,0.0,121000.0,0.0,0,0,0,0,1,0,0.0,0.08513413710409264
99000.0,0.0,0.0,1.0,66100.0,301145.0,0,0,0,0,1,0,0.0,0.36535249015140797
32000.0,0.0,0.0,1.0,4000.0,25000.0,0,0,0,0,0,1,0.0,0.3296476561635708
133000.0,1.0,0.0,1.0,11500.0,50063.0,0,0,0,1,0,0,0.0,0.5152488070581728
92000.0,1.0,1.0,0.0,40000.0,3000.0,0,0,0,0,1,0,0.0,0.10824046736842753
272000.0,0.0,1.0,0.0,113000.0,0.0,0,0,0,0,0,1,0.0,0.08511673972114661
87000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.15461232948446824
380000.0,0.0,0.0,1.0,5000.0,0.0,0,0,0,0,1,0,0.0,0.6698206694064986
100000.0,0.0,1.0,0.0,150000.0,100000.0,0,0,0,0,1,0,0.0,0.08513413710409264
15000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.09127802361530381
2000.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.3480677271878565
4000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.25906837200623567
20000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0891157415299214
20000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.0891157415299214
3000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.5919937041149551
5000.0,0.0,0.0,1.0,5000.0,0.0,0,0,0,0,0,1,0.0,0.25029381587873983
325000.0,0.0,1.0,0.0,254500.0,155000.0,0,0,0,1,0,0,0.0,0.08511673972114661
1000.0,0.0,0.0,1.0,81000.0,223500.0,0,0,0,0,0,1,0.0,0.383075971635033
666000.0,0.0,0.0,1.0,431098.0,900000.0,0,0,0,1,0,0,0.0,0.36360334389376914
4000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.260194068800754
50000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.49480024056317407
6000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.13623211257873782
100000.0,0.0,0.0,1.0,20000.0,1098000.0,0,0,0,0,0,1,0.0,0.42235802424923147
10000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.11462823988668018
172000.0,1.0,0.0,0.0,122000.0,70800.0,0,0,0,1,0,0,0.0,0.08150829951553182
400.0,0.0,0.0,1.0,400.0,0.0,0,0,0,0,1,0,0.0,0.674303549076608
